#station_name,latitude,longitude,timestamp,record,temperature,air_humidity,pressure,solar_radiation,soil_temperature,wind_velocity,wind_direction
#,deg,deg,ts,rn,c,%,mbar,w/m2,deg_c,m/s,deg
Station1,-2.850764,-79.192941,2014-05-14 22:40:00,486,11.87,95.7,745.0684,0,18.48,0.594,211.7795
Station1,-2.850764,-79.192941,2014-05-14 22:45:00,487,11.93,94.9,745.1258,0,18.48,0.295,218.8884
Station1,-2.850764,-79.192941,2014-05-14 22:50:00,488,11.97,94.1,745.1732,0,18.47,0.109,222.6226
Station1,-2.850764,-79.192941,2014-05-14 22:55:00,489,12.02,93.7,745.1876,0,18.47,0.112,226.4993
Station1,-2.850764,-79.192941,2014-05-14 23:00:00,490,12.05,94.1,745.1954,0,18.47,0.168,89.22149
Station1,-2.850764,-79.192941,2014-05-14 23:05:00,491,12.07,93.9,745.179,0,18.46,0.545,63.61075
Station1,-2.850764,-79.192941,2014-05-14 23:10:00,492,12.09,94.6,745.1693,0,18.46,0.453,75.35241
Station1,-2.850764,-79.192941,2014-05-14 23:15:00,493,12.03,94.6,745.062,0,18.45,1.103,95.87678
Station1,-2.850764,-79.192941,2014-05-14 23:20:00,494,11.93,95.4,745.1217,0,18.45,0.762,108.7538
Station1,-2.850764,-79.192941,2014-05-14 23:25:00,495,11.85,95.1,745.1346,0,18.45,0.791,100.4395
Station1,-2.850764,-79.192941,2014-05-14 23:30:00,496,11.84,94.7,745.1529,0,18.45,0.642,101.9062
Station1,-2.850764,-79.192941,2014-05-14 23:35:00,497,11.82,94.4,745.1547,0,18.43,0.493,83.04323
Station1,-2.850764,-79.192941,2014-05-14 23:40:00,498,11.78,95.2,745.0418,0,18.43,0.265,107.3679
Station1,-2.850764,-79.192941,2014-05-14 23:45:00,499,11.73,94.9,745.0442,0,18.43,0.642,84.04367
Station1,-2.850764,-79.192941,2014-05-14 23:50:00,500,11.78,94.4,745.0551,0,18.43,0.703,82.01257
Station1,-2.850764,-79.192941,2014-05-14 23:55:00,501,11.81,94.3,745.0633,0,18.42,0.248,72.6787
Station1,-2.850764,-79.192941,2014-05-15 00:00:00,502,11.8,95,745.061,0,18.41,0,0
Station1,-2.850764,-79.192941,2014-05-15 00:05:00,503,11.76,94.9,745.0524,0,18.41,0,0
Station1,-2.850764,-79.192941,2014-05-15 00:10:00,504,11.78,94.2,745.0458,0,18.41,0.135,137.4252
Station1,-2.850764,-79.192941,2014-05-15 00:15:00,505,11.92,93.3,745.046,0,18.4,0.184,131.9207
Station1,-2.850764,-79.192941,2014-05-15 00:20:00,506,12,92.9,745.0396,0,18.39,0.036,120.5678
Station1,-2.850764,-79.192941,2014-05-15 00:25:00,507,12.04,93.5,745.0051,0,18.38,0.012,185.9019
Station1,-2.850764,-79.192941,2014-05-15 00:30:00,508,12.08,94.5,744.9325,0,18.38,0,0
Station1,-2.850764,-79.192941,2014-05-15 00:35:00,509,11.99,94.6,744.8375,0,18.38,0,0
Station1,-2.850764,-79.192941,2014-05-15 00:40:00,510,11.9,95,744.7949,0,18.37,0,0
Station1,-2.850764,-79.192941,2014-05-15 00:45:00,511,11.83,95.6,744.7804,0,18.36,0,0
Station1,-2.850764,-79.192941,2014-05-15 00:50:00,512,11.79,95.4,744.7786,0,18.36,0,0
Station1,-2.850764,-79.192941,2014-05-15 00:55:00,513,11.8,96,744.7104,0,18.36,0,0
Station1,-2.850764,-79.192941,2014-05-15 01:00:00,514,11.73,96.7,744.6381,0,18.35,0,0
Station1,-2.850764,-79.192941,2014-05-15 01:05:00,515,11.65,96.6,744.6297,0,18.34,0,0
Station1,-2.850764,-79.192941,2014-05-15 01:10:00,516,11.62,97,744.5638,0,18.33,0,0
Station1,-2.850764,-79.192941,2014-05-15 01:15:00,517,11.57,97.6,744.5038,0,18.33,0,0
Station1,-2.850764,-79.192941,2014-05-15 01:20:00,518,11.52,97.9,744.5087,0,18.32,0,0
Station1,-2.850764,-79.192941,2014-05-15 01:25:00,519,11.52,97.9,744.4757,0,18.32,0.163,229.6075
Station1,-2.850764,-79.192941,2014-05-15 01:30:00,520,11.52,97.6,744.4055,0,18.32,0,0
Station1,-2.850764,-79.192941,2014-05-15 01:35:00,521,11.53,96.6,744.3729,0,18.31,0,0
Station1,-2.850764,-79.192941,2014-05-15 01:40:00,522,11.5,96.2,744.3531,0,18.29,0.048,285.3966
Station1,-2.850764,-79.192941,2014-05-15 01:45:00,523,11.47,96.3,744.2484,0,18.29,0.089,296.2648
Station1,-2.850764,-79.192941,2014-05-15 01:50:00,524,11.42,96.4,744.2271,0,18.28,0,0
Station1,-2.850764,-79.192941,2014-05-15 01:55:00,525,11.37,96.8,744.1484,0,18.27,0.157,340.0441
Station1,-2.850764,-79.192941,2014-05-15 02:00:00,526,11.3,96.9,744.1264,0,18.27,0.012,19.01243
Station1,-2.850764,-79.192941,2014-05-15 02:05:00,527,11.27,97.4,744.1712,0,18.27,0,0
Station1,-2.850764,-79.192941,2014-05-15 02:10:00,528,11.26,97.6,744.1246,0,18.25,0,0
Station1,-2.850764,-79.192941,2014-05-15 02:15:00,529,11.27,97.1,744.1366,0,18.25,0.219,325.6479
Station1,-2.850764,-79.192941,2014-05-15 02:20:00,530,11.32,96.7,744.1121,0,18.24,0.083,330.5646
Station1,-2.850764,-79.192941,2014-05-15 02:25:00,531,11.37,97,744.1223,0,18.23,0.245,48.71733
Station1,-2.850764,-79.192941,2014-05-15 02:30:00,532,11.38,97.2,744.1198,0,18.23,0.024,13.32966
Station1,-2.850764,-79.192941,2014-05-15 02:35:00,533,11.4,97.8,744.0952,0,18.23,0.188,69.06326
Station1,-2.850764,-79.192941,2014-05-15 02:40:00,534,11.42,98.5,744.015,0,18.22,0.378,79.5237
Station1,-2.850764,-79.192941,2014-05-15 02:45:00,535,11.4,98.9,743.8818,0,18.21,0.655,85.84138
Station1,-2.850764,-79.192941,2014-05-15 02:50:00,536,11.37,99.3,743.7519,0,18.21,0.64,85.35557
Station1,-2.850764,-79.192941,2014-05-15 02:55:00,537,11.3,99.4,743.6449,0,18.2,0.783,96.65771
Station1,-2.850764,-79.192941,2014-05-15 03:00:00,538,11.17,99.2,743.572,0,18.19,0.794,76.55221
Station1,-2.850764,-79.192941,2014-05-15 03:05:00,539,11.05,98.8,743.5177,0,18.18,0.839,57.58015
Station1,-2.850764,-79.192941,2014-05-15 03:10:00,540,10.99,98.8,743.4443,0,18.18,0.381,32.88453
Station1,-2.850764,-79.192941,2014-05-15 03:15:00,541,10.88,99,743.4308,0,18.17,0,0
Station1,-2.850764,-79.192941,2014-05-15 03:20:00,542,10.82,99.4,743.4344,0,18.16,0.647,257.7157
Station1,-2.850764,-79.192941,2014-05-15 03:25:00,543,10.71,99.7,743.437,0,18.16,0.012,224.8387
Station1,-2.850764,-79.192941,2014-05-15 03:30:00,544,10.61,99.9,743.4417,0,18.15,0,0
Station1,-2.850764,-79.192941,2014-05-15 03:35:00,545,10.54,100,743.4835,0,18.14,0.048,306.253
Station1,-2.850764,-79.192941,2014-05-15 03:40:00,546,10.45,100,743.5497,0,18.14,0,0
Station1,-2.850764,-79.192941,2014-05-15 03:45:00,547,10.46,100,743.5452,0,18.13,0,0
Station1,-2.850764,-79.192941,2014-05-15 03:50:00,548,10.51,100,743.5323,0,18.12,0,0
Station1,-2.850764,-79.192941,2014-05-15 03:55:00,549,10.46,100,743.6156,0,18.12,0.089,168.1714
Station1,-2.850764,-79.192941,2014-05-15 04:00:00,550,10.54,100,743.7242,0,18.11,0,0
Station1,-2.850764,-79.192941,2014-05-15 04:05:00,551,10.63,100,743.7579,0,18.1,0,0
Station1,-2.850764,-79.192941,2014-05-15 04:10:00,552,10.73,100,743.793,0,18.1,0,0
Station1,-2.850764,-79.192941,2014-05-15 04:15:00,553,10.77,100,743.798,0,18.1,0,0
Station1,-2.850764,-79.192941,2014-05-15 04:20:00,554,10.81,100,743.889,0,18.08,0.761,90.87182
Station1,-2.850764,-79.192941,2014-05-15 04:25:00,555,10.81,100,743.8914,0,18.08,0.726,83.86093
Station1,-2.850764,-79.192941,2014-05-15 04:30:00,556,10.86,100,743.9664,0,18.07,0.397,111.9179
Station1,-2.850764,-79.192941,2014-05-15 04:35:00,557,10.85,99.8,743.9945,0,18.06,0.537,105.3458
Station1,-2.850764,-79.192941,2014-05-15 04:40:00,558,10.89,99.6,744.0005,0,18.05,0.416,113.7052
Station1,-2.850764,-79.192941,2014-05-15 04:45:00,559,10.87,99.3,743.998,0,18.05,0.698,117.8041
Station1,-2.850764,-79.192941,2014-05-15 04:50:00,560,10.83,98.7,743.9612,0,18.04,0.757,110.8759
Station1,-2.850764,-79.192941,2014-05-15 04:55:00,561,10.81,98.5,743.8651,0,18.03,0.733,136.559
Station1,-2.850764,-79.192941,2014-05-15 05:00:00,562,10.74,98,743.7624,0,18.03,0.908,137.6767
Station1,-2.850764,-79.192941,2014-05-15 05:05:00,563,10.74,98,743.7028,0,18.02,0.625,81.70469
Station1,-2.850764,-79.192941,2014-05-15 05:10:00,564,10.74,97.6,743.6255,0,18.01,0.898,73.6417
Station1,-2.850764,-79.192941,2014-05-15 05:15:00,565,10.67,97.5,743.5706,0,18.01,0.573,85.12534
Station1,-2.850764,-79.192941,2014-05-15 05:20:00,566,10.58,97.5,743.5703,0,18,0.709,76.29515
Station1,-2.850764,-79.192941,2014-05-15 05:25:00,567,10.5,97.4,743.6283,0,17.99,0.128,75.89642
Station1,-2.850764,-79.192941,2014-05-15 05:30:00,568,10.34,97.8,743.6445,0,17.98,0.012,155.2627
Station1,-2.850764,-79.192941,2014-05-15 05:35:00,569,10.13,98.1,743.7048,0,17.97,0.087,188.2815
Station1,-2.850764,-79.192941,2014-05-15 05:40:00,570,10.02,98.8,743.7698,0,17.96,0,0
Station1,-2.850764,-79.192941,2014-05-15 05:45:00,571,9.99,99,743.8693,0,17.96,0.268,239.0935
Station1,-2.850764,-79.192941,2014-05-15 05:50:00,572,10.06,99.2,743.9928,0,17.95,0.581,263.6336
Station1,-2.850764,-79.192941,2014-05-15 05:55:00,573,10,99.5,743.991,0,17.94,0.08,274.2066
Station1,-2.850764,-79.192941,2014-05-15 06:00:00,574,10.08,99.9,743.9911,0.09032495,17.94,0.354,268.0527
Station1,-2.850764,-79.192941,2014-05-15 06:05:00,575,10.2,100,744.082,0.6774333,17.93,0.642,288.644
Station1,-2.850764,-79.192941,2014-05-15 06:10:00,576,10.25,100,744.191,1.388748,17.92,0.818,282.6915
Station1,-2.850764,-79.192941,2014-05-15 06:15:00,577,10.28,100,744.225,1.908123,17.92,0.661,292.4476
Station1,-2.850764,-79.192941,2014-05-15 06:20:00,578,10.34,100,744.259,2.303277,17.91,0.358,309.6909
Station1,-2.850764,-79.192941,2014-05-15 06:25:00,579,10.35,100,744.2409,4.279094,17.9,0.378,329.6815
Station1,-2.850764,-79.192941,2014-05-15 06:30:00,580,10.44,100,744.2908,7.666255,17.89,0.252,316.4652
Station1,-2.850764,-79.192941,2014-05-15 06:35:00,581,10.5,100,744.3408,11.32431,17.89,0.143,267.0316
Station1,-2.850764,-79.192941,2014-05-15 06:40:00,582,10.53,99.7,744.4111,17.99688,17.88,0.426,176.0746
Station1,-2.850764,-79.192941,2014-05-15 06:45:00,583,10.55,99,744.4451,21.45135,17.88,0.157,137.9151
Station1,-2.850764,-79.192941,2014-05-15 06:50:00,584,10.7,99,744.5275,20.59305,17.87,0.012,146.6441
Station1,-2.850764,-79.192941,2014-05-15 06:55:00,585,10.84,98.8,744.5484,23.47181,17.86,0.056,77.08611
Station1,-2.850764,-79.192941,2014-05-15 07:00:00,586,10.88,98.4,744.5831,31.41952,17.85,0.176,114.3855
Station1,-2.850764,-79.192941,2014-05-15 07:05:00,587,10.87,98.4,744.6841,33.79976,17.85,0.326,125.0705
Station1,-2.850764,-79.192941,2014-05-15 07:10:00,588,10.95,98.7,744.7918,37.8749,17.83,0.201,115.7633
Station1,-2.850764,-79.192941,2014-05-15 07:15:00,589,11.04,98.3,744.8137,40.30077,17.83,0.104,110.8715
Station1,-2.850764,-79.192941,2014-05-15 07:20:00,590,11.1,97.8,744.8065,52.71716,17.83,0.219,126.425
Station1,-2.850764,-79.192941,2014-05-15 07:25:00,591,11.17,97.1,744.8778,60.39013,17.81,0.413,194.7076
Station1,-2.850764,-79.192941,2014-05-15 07:30:00,592,11.29,97.1,744.9484,63.82098,17.8,0.077,219.969
Station1,-2.850764,-79.192941,2014-05-15 07:35:00,593,11.4,96,745.0801,74.93883,17.8,0.223,207.747
Station1,-2.850764,-79.192941,2014-05-15 07:40:00,594,11.47,94.7,745.0739,82.65855,17.78,0.145,0.5063547
Station1,-2.850764,-79.192941,2014-05-15 07:45:00,595,11.61,94.8,745.1367,92.97309,17.78,0.104,273.7003
Station1,-2.850764,-79.192941,2014-05-15 07:50:00,596,11.74,93.6,745.1848,109.8509,17.78,0.302,185.8027
Station1,-2.850764,-79.192941,2014-05-15 07:55:00,597,11.89,92.4,745.2145,122.8429,17.77,0,0
Station1,-2.850764,-79.192941,2014-05-15 08:00:00,598,12.02,90.7,745.2703,121.2588,17.76,0.099,24.94151
Station1,-2.850764,-79.192941,2014-05-15 08:05:00,599,12.05,90.9,745.3242,113.3898,17.75,0.509,277.9194
Station1,-2.850764,-79.192941,2014-05-15 08:10:00,600,11.98,91.3,745.3444,115.5336,17.75,0.373,300.1195
Station1,-2.850764,-79.192941,2014-05-15 08:15:00,601,12.1,92,745.4598,113.7723,17.74,0.397,326.9346
Station1,-2.850764,-79.192941,2014-05-15 08:20:00,602,12.13,91.8,745.5536,122.2148,17.73,0.775,291.8393
Station1,-2.850764,-79.192941,2014-05-15 08:25:00,603,12.13,92.4,745.5814,144.6644,17.73,0.647,310.6976
Station1,-2.850764,-79.192941,2014-05-15 08:30:00,604,12.22,92.6,745.5432,143.7949,17.72,0.826,298.5738
Station1,-2.850764,-79.192941,2014-05-15 08:35:00,605,12.23,91.7,745.5651,157.1038,17.71,0.401,343.8466
Station1,-2.850764,-79.192941,2014-05-15 08:40:00,606,12.38,91.3,745.5704,177.6821,17.7,0.47,315.6759
Station1,-2.850764,-79.192941,2014-05-15 08:45:00,607,12.71,91.6,745.6059,187.6349,17.7,0.679,323.7997
Station1,-2.850764,-79.192941,2014-05-15 08:50:00,608,12.73,89.8,745.664,194.4614,17.69,0.604,311.0169
Station1,-2.850764,-79.192941,2014-05-15 08:55:00,609,12.79,89.5,745.7031,204.1238,17.68,0.903,315.4205
Station1,-2.850764,-79.192941,2014-05-15 09:00:00,610,12.86,89.6,745.7069,213.8773,17.67,0.695,257.0752
Station1,-2.850764,-79.192941,2014-05-15 09:05:00,611,13.2,87.3,745.7354,223.3069,17.67,0.384,349.3767
Station1,-2.850764,-79.192941,2014-05-15 09:10:00,612,13.19,87.3,745.735,222.3796,17.65,0.751,293.1083
Station1,-2.850764,-79.192941,2014-05-15 09:15:00,613,13.25,87.7,745.7473,223.5613,17.64,0.673,268.1392
Station1,-2.850764,-79.192941,2014-05-15 09:20:00,614,13.43,87.1,745.7761,225.535,17.64,0.799,244.6252
Station1,-2.850764,-79.192941,2014-05-15 09:25:00,615,13.31,88.4,745.8143,222.0934,17.64,0.693,282.5289
Station1,-2.850764,-79.192941,2014-05-15 09:30:00,616,13.29,87.2,745.8051,236.6055,17.64,0.975,287.3163
Station1,-2.850764,-79.192941,2014-05-15 09:35:00,617,13.22,88.5,745.8156,255.9568,17.63,1.135,322.7316
Station1,-2.850764,-79.192941,2014-05-15 09:40:00,618,13.26,86.4,745.8171,262.137,17.62,1.002,295.6346
Station1,-2.850764,-79.192941,2014-05-15 09:45:00,619,13.55,86.4,745.877,261.7274,17.62,0.626,217.0124
Station1,-2.850764,-79.192941,2014-05-15 09:50:00,620,13.92,84.7,745.9132,278.8756,17.62,0.94,242.0629
Station1,-2.850764,-79.192941,2014-05-15 09:55:00,621,14.21,83.8,745.9259,322.7699,17.61,0.508,283.7496
Station1,-2.850764,-79.192941,2014-05-15 10:00:00,622,14.45,83.2,745.9362,348.4414,17.6,0.932,251.4629
Station1,-2.850764,-79.192941,2014-05-15 10:05:00,623,14.46,82.4,745.9362,363.2374,17.6,0.536,112.2028
Station1,-2.850764,-79.192941,2014-05-15 10:10:00,624,14.61,82.6,745.9274,379.8831,17.59,0.887,305.7756
Station1,-2.850764,-79.192941,2014-05-15 10:15:00,625,14.65,80.9,745.8865,402.0778,17.58,0.898,355.0908
Station1,-2.850764,-79.192941,2014-05-15 10:20:00,626,14.76,80.1,745.9012,385.7921,17.58,0.603,9.76339
Station1,-2.850764,-79.192941,2014-05-15 10:25:00,627,14.88,79.97,745.835,400.0202,17.58,0.645,237.2428
Station1,-2.850764,-79.192941,2014-05-15 10:30:00,628,14.82,80.3,745.7624,424.6818,17.57,1.247,298.3412
Station1,-2.850764,-79.192941,2014-05-15 10:35:00,629,14.86,81.2,745.7746,581.9745,17.56,0.911,315.054
Station1,-2.850764,-79.192941,2014-05-15 10:40:00,630,15.72,78.71,745.7559,925.1111,17.56,0.846,19.0622
Station1,-2.850764,-79.192941,2014-05-15 10:45:00,631,16.53,76.74,745.7267,917.5198,17.56,1.039,290.2003
Station1,-2.850764,-79.192941,2014-05-15 10:50:00,632,16.7,75.65,745.6601,929.6104,17.56,1.303,290.8409
Station1,-2.850764,-79.192941,2014-05-15 10:55:00,633,16.75,72.89,745.6053,844.3053,17.56,0.858,288.9631
Station1,-2.850764,-79.192941,2014-05-15 11:00:00,634,17.03,73.35,745.5891,942.2405,17.56,1.143,351.8245
Station1,-2.850764,-79.192941,2014-05-15 11:05:00,635,17.53,70.91,745.4841,971.4893,17.55,1.241,331.9482
Station1,-2.850764,-79.192941,2014-05-15 11:10:00,636,17.45,69.48,745.4727,945.3442,17.55,1.351,259.5109
Station1,-2.850764,-79.192941,2014-05-15 11:15:00,637,18.26,64.55,745.4387,855.3936,17.55,1.279,171.4287
Station1,-2.850764,-79.192941,2014-05-15 11:20:00,638,18.04,67.57,745.4045,976.1373,17.54,1.38,302.9531
Station1,-2.850764,-79.192941,2014-05-15 11:25:00,639,18.1,66.37,745.3422,1021.533,17.54,1.564,305.9843
Station1,-2.850764,-79.192941,2014-05-15 11:30:00,640,18.41,68.84,745.2727,1018.581,17.54,1.667,308.3143
Station1,-2.850764,-79.192941,2014-05-15 11:35:00,641,18.41,65.04,745.2245,959.0854,17.54,1.886,299.5956
Station1,-2.850764,-79.192941,2014-05-15 11:40:00,642,18.47,66.7,745.1239,991.9236,17.54,1.856,325.066
Station1,-2.850764,-79.192941,2014-05-15 11:45:00,643,18.95,66.48,745.1075,1012.676,17.53,1.404,295.4099
Station1,-2.850764,-79.192941,2014-05-15 11:50:00,644,19.38,59.91,745.0741,981.6702,17.53,1.297,254.007
Station1,-2.850764,-79.192941,2014-05-15 11:55:00,645,19.27,60.54,744.9576,771.4552,17.53,1.199,205.1967
Station1,-2.850764,-79.192941,2014-05-15 12:00:00,646,19.62,62.8,744.8373,1066.013,17.53,1.129,328.3348
Station1,-2.850764,-79.192941,2014-05-15 12:05:00,647,19.26,61.22,744.8111,681.4417,17.53,1.926,289.3561
Station1,-2.850764,-79.192941,2014-05-15 12:10:00,648,18.17,62.51,744.7346,922.9403,17.53,1.95,296.8012
Station1,-2.850764,-79.192941,2014-05-15 12:15:00,649,19.18,64.36,744.6116,849.137,17.52,1.337,274.3945
Station1,-2.850764,-79.192941,2014-05-15 12:20:00,650,19.55,60.24,744.541,965.8983,17.53,1.209,201.8913
Station1,-2.850764,-79.192941,2014-05-15 12:25:00,651,20.04,61.7,744.4706,809.6769,17.53,1.055,247.6172
Station1,-2.850764,-79.192941,2014-05-15 12:30:00,652,19.64,58.45,744.4456,435.1303,17.53,2.008,287.1165
Station1,-2.850764,-79.192941,2014-05-15 12:35:00,653,18.73,59.84,744.3958,403.413,17.53,1.737,291.0855
Station1,-2.850764,-79.192941,2014-05-15 12:40:00,654,18.65,58.68,744.2939,609.4911,17.53,1.79,264.4736
Station1,-2.850764,-79.192941,2014-05-15 12:45:00,655,19.38,60.72,744.2403,1103.414,17.53,1.641,250.7874
Station1,-2.850764,-79.192941,2014-05-15 12:50:00,656,20.19,57.12,744.1612,909.8968,17.53,1.723,256.444
Station1,-2.850764,-79.192941,2014-05-15 12:55:00,657,20.02,58.12,744.1338,1038.04,17.54,1.534,258.9707
Station1,-2.850764,-79.192941,2014-05-15 13:00:00,658,20.31,56.27,744.0385,969.175,17.55,1.809,288.676
Station1,-2.850764,-79.192941,2014-05-15 13:05:00,659,20.26,56.52,744.008,982.8077,17.55,2.011,262.6547
Station1,-2.850764,-79.192941,2014-05-15 13:10:00,660,20.15,57.89,743.9418,954.0637,17.57,1.928,293.9941
Station1,-2.850764,-79.192941,2014-05-15 13:15:00,661,20.69,55.07,743.8586,953.5537,17.57,1.569,243.3958
Station1,-2.850764,-79.192941,2014-05-15 13:20:00,662,20.67,54.47,743.7647,735.441,17.58,1.96,258.1657
Station1,-2.850764,-79.192941,2014-05-15 13:25:00,663,19.84,54.43,743.6918,520.6541,17.6,2.064,290.3279
Station1,-2.850764,-79.192941,2014-05-15 13:30:00,664,19.81,55.71,743.6113,952.6171,17.6,1.944,263.9134
Station1,-2.850764,-79.192941,2014-05-15 13:35:00,665,20.14,55.45,743.5292,764.9697,17.62,2.006,286.7422
Station1,-2.850764,-79.192941,2014-05-15 13:40:00,666,19.87,54.73,743.4542,470.1832,17.62,1.87,284.0605
Station1,-2.850764,-79.192941,2014-05-15 13:45:00,667,19.65,54.9,743.3612,514.1252,17.64,1.521,266.4883
Station1,-2.850764,-79.192941,2014-05-15 13:50:00,668,19.98,55.1,743.257,521.1671,17.65,1.377,260.7178
Station1,-2.850764,-79.192941,2014-05-15 13:55:00,669,20.29,53.21,743.1798,901.2117,17.66,1.313,263.308
Station1,-2.850764,-79.192941,2014-05-15 14:00:00,670,20.84,52.36,743.1265,886.7784,17.67,1.702,290.4261
Station1,-2.850764,-79.192941,2014-05-15 14:05:00,671,21.03,51.97,743.0362,861.1566,17.69,1.532,256.5934
Station1,-2.850764,-79.192941,2014-05-15 14:10:00,672,20.91,52.08,742.9156,677.9285,17.7,1.835,278.3619
Station1,-2.850764,-79.192941,2014-05-15 14:15:00,673,20.63,50.2,742.8621,345.2739,17.72,1.841,281.6566
Station1,-2.850764,-79.192941,2014-05-15 14:20:00,674,19.89,50.44,742.7731,543.296,17.73,1.468,253.3352
Station1,-2.850764,-79.192941,2014-05-15 14:25:00,675,20.35,49.92,742.7387,615.1473,17.75,1.473,234.2202
Station1,-2.850764,-79.192941,2014-05-15 14:30:00,676,20.59,50.47,742.6525,719.5159,17.77,1.71,278.8267
Station1,-2.850764,-79.192941,2014-05-15 14:35:00,677,20.75,50.71,742.6321,785.5421,17.78,1.657,251.192
Station1,-2.850764,-79.192941,2014-05-15 14:40:00,678,21.22,49.11,742.5868,775.5367,17.8,1.484,256.2885
Station1,-2.850764,-79.192941,2014-05-15 14:45:00,679,21.28,48.09,742.528,754.5909,17.82,1.667,260.3616
Station1,-2.850764,-79.192941,2014-05-15 14:50:00,680,21.02,50.3,742.4713,513.1223,17.84,1.153,251.4378
Station1,-2.850764,-79.192941,2014-05-15 14:55:00,681,20.92,51.9,742.3649,485.1008,17.86,1.172,246.6158
Station1,-2.850764,-79.192941,2014-05-15 15:00:00,682,20.95,50.76,742.3242,379.279,17.88,1.263,237.8381
Station1,-2.850764,-79.192941,2014-05-15 15:05:00,683,19.87,52.23,742.306,401.3068,17.89,1.361,258.4843
Station1,-2.850764,-79.192941,2014-05-15 15:10:00,684,20.22,54.49,742.2177,671.4625,17.91,1.572,269.5817
Station1,-2.850764,-79.192941,2014-05-15 15:15:00,685,20.71,51.17,742.1837,647.0462,17.93,1.838,285.8859
Station1,-2.850764,-79.192941,2014-05-15 15:20:00,686,21.07,50.06,742.109,631.0013,17.95,0.98,223.0671
Station1,-2.850764,-79.192941,2014-05-15 15:25:00,687,21.49,47.98,742.032,609.4807,17.97,1.38,268.5474
Station1,-2.850764,-79.192941,2014-05-15 15:30:00,688,20.98,48.13,741.9619,591.9597,17.99,1.739,291.0547
Station1,-2.850764,-79.192941,2014-05-15 15:35:00,689,20.87,48.01,741.9506,572.5575,18.01,1.755,296.2712
Station1,-2.850764,-79.192941,2014-05-15 15:40:00,690,20.74,50.13,741.9415,561.8428,18.03,1.723,296.4812
Station1,-2.850764,-79.192941,2014-05-15 15:45:00,691,21.13,50.57,741.8396,555.8151,18.06,1.287,276.067
Station1,-2.850764,-79.192941,2014-05-15 15:50:00,692,21.25,49.1,741.8034,520.2107,18.08,1.699,289.2132
Station1,-2.850764,-79.192941,2014-05-15 15:55:00,693,21,48.63,741.8147,290.8764,18.1,1.489,262.2517
Station1,-2.850764,-79.192941,2014-05-15 16:00:00,694,20.45,50.93,741.817,334.8102,18.12,0.94,283.9206
Station1,-2.850764,-79.192941,2014-05-15 16:05:00,695,20.75,48.9,741.7807,464.4296,18.14,1.263,239.7356
Station1,-2.850764,-79.192941,2014-05-15 16:10:00,696,21.14,46.4,741.7196,451.2564,18.16,1.321,210.1279
Station1,-2.850764,-79.192941,2014-05-15 16:15:00,697,21.29,47.13,741.6766,429.9377,18.18,1.199,224.458
Station1,-2.850764,-79.192941,2014-05-15 16:20:00,698,20.78,47.01,741.5996,410.3096,18.2,1.444,216.4092
Station1,-2.850764,-79.192941,2014-05-15 16:25:00,699,20.88,45.79,741.5498,388.9129,18.22,1.43,205.3474
Station1,-2.850764,-79.192941,2014-05-15 16:30:00,700,20.71,47.32,741.5453,369.9386,18.24,1.255,214.016
Station1,-2.850764,-79.192941,2014-05-15 16:35:00,701,21.32,46.19,741.5476,356.4288,18.26,1.042,243.2362
Station1,-2.850764,-79.192941,2014-05-15 16:40:00,702,21.21,44.25,741.5588,341.0038,18.28,1.273,238.3405
Station1,-2.850764,-79.192941,2014-05-15 16:45:00,703,20.64,46.39,741.6177,261.4906,18.3,1.217,237.431
Station1,-2.850764,-79.192941,2014-05-15 16:50:00,704,19.74,49.9,741.6562,296.2388,18.31,1.271,256.5201
Station1,-2.850764,-79.192941,2014-05-15 16:55:00,705,19.21,51.86,741.5963,276.0479,18.33,1.204,242.6199
Station1,-2.850764,-79.192941,2014-05-15 17:00:00,706,19.14,54.26,741.6129,160.3697,18.35,1.079,238.551
Station1,-2.850764,-79.192941,2014-05-15 17:05:00,707,18.75,55.29,741.6649,29.87264,18.37,0.932,260.9726
Station1,-2.850764,-79.192941,2014-05-15 17:10:00,708,18.26,57.69,741.6349,29.21037,18.38,0.738,237.7602
Station1,-2.850764,-79.192941,2014-05-15 17:15:00,709,17.97,59.8,741.6595,29.76474,18.4,0.509,240.8669
Station1,-2.850764,-79.192941,2014-05-15 17:20:00,710,17.71,59.47,741.6968,27.21863,18.42,0.842,213.8935
Station1,-2.850764,-79.192941,2014-05-15 17:25:00,711,17.54,60.18,741.7314,25.13398,18.44,0.943,211.7923
Station1,-2.850764,-79.192941,2014-05-15 17:30:00,712,17.42,60.47,741.735,21.22388,18.45,0.938,211.2352
Station1,-2.850764,-79.192941,2014-05-15 17:35:00,713,17.27,61.11,741.7853,17.66474,18.47,0.887,214.6249
Station1,-2.850764,-79.192941,2014-05-15 17:40:00,714,17.15,60.98,741.8711,17.09127,18.49,0.943,211.0491
Station1,-2.850764,-79.192941,2014-05-15 17:45:00,715,17.1,61.25,741.9054,16.87774,18.51,0.85,202.8466
Station1,-2.850764,-79.192941,2014-05-15 17:50:00,716,17.01,62.08,741.925,23.42859,18.53,0.711,211.4235
Station1,-2.850764,-79.192941,2014-05-15 17:55:00,717,16.83,64.03,742.0076,16.75427,18.55,0.454,120.5628
